H [m];qc [MPa];fs [MPa];u2 [MPa];Incl. [Deg];t [s];v [cm/s];Rf [%];Uo [MPa];qt [MPa];ft [MPa];sigmaVo [MPa];sigma'Vo [MPa];Qt [];Bq [];Rf(qc) [%];Rfd [%];soil [];UW [kN/m3];qc [MPa];fs [MPa];u2 [MPa]
9.86;4.235;0.03;-0.0261;4.6;421.960;2.439;0.668;0.000;4.235;0.028;0.181;0.000;0.000;0.0000;0.668;0.675;3;18.50;4.544;0.03;-0.0363
9.87;4.369;0.03;-0.0325;4.6;422.360;2.500;0.597;0.000;4.369;0.026;0.181;0.000;0.000;0.0000;0.597;0.616;7;19.00;4.648;0.03;-0.0410
9.88;4.452;0.02;-0.0369;4.6;422.750;2.564;0.545;0.000;4.452;0.024;0.181;0.000;0.000;0.0000;0.545;0.520;7;19.00;4.695;0.02;-0.0443
9.89;4.487;0.02;-0.0399;4.6;423.130;2.632;0.506;0.000;4.487;0.023;0.181;0.000;0.000;0.0000;0.506;0.466;7;19.00;4.700;0.02;-0.0465
9.90;4.479;0.02;-0.0415;4.6;423.530;2.500;0.481;0.000;4.479;0.022;0.182;0.000;0.000;0.0000;0.481;0.424;7;19.00;4.661;0.02;-0.0451
9.91;4.434;0.02;-0.0423;4.6;423.930;2.500;0.467;0.000;4.434;0.021;0.182;0.000;0.000;0.0000;0.467;0.400;7;19.00;4.566;0.02;-0.0444
9.92;4.355;0.02;-0.0425;4.6;424.330;2.500;0.466;0.000;4.355;0.020;0.182;0.000;0.000;0.0000;0.466;0.391;7;19.00;4.471;0.02;-0.0436
9.93;4.249;0.02;-0.0422;4.6;424.720;2.564;0.477;0.000;4.249;0.020;0.182;0.000;0.000;0.0000;0.477;0.419;7;19.00;4.355;0.02;-0.0428
9.94;4.117;0.02;-0.0416;4.6;425.120;2.500;0.501;0.000;4.117;0.021;0.182;0.000;0.000;0.0000;0.501;0.478;7;19.00;4.234;0.02;-0.0419
9.95;3.963;0.02;-0.0408;4.6;425.520;2.500;0.539;0.000;3.963;0.021;0.182;0.000;0.000;0.0000;0.539;0.518;7;18.50;4.079;0.02;-0.0410
9.96;3.790;0.02;-0.0399;4.6;425.920;2.500;0.593;0.000;3.790;0.022;0.183;0.000;0.000;0.0000;0.593;0.550;7;18.50;3.894;0.02;-0.0401
9.97;3.604;0.02;-0.0390;4.6;426.310;2.564;0.662;0.000;3.604;0.024;0.183;0.000;0.000;0.0000;0.662;0.627;7;18.50;3.679;0.02;-0.0391
9.98;3.408;0.03;-0.0380;4.6;426.710;2.500;0.750;0.000;3.408;0.026;0.183;0.000;0.000;0.0000;0.750;0.706;7;18.50;3.446;0.02;-0.0382
9.99;3.208;0.03;-0.0369;4.6;427.110;2.500;0.857;0.000;3.208;0.027;0.183;0.000;0.000;0.0000;0.857;0.820;7;18.50;3.196;0.03;-0.0372
10.00;3.008;0.03;-0.0358;4.6;427.510;2.500;0.985;0.000;3.008;0.030;0.183;0.000;0.000;0.0000;0.985;0.922;7;18.50;2.942;0.03;-0.0363
10.01;2.814;0.03;-0.0346;4.6;427.910;2.500;1.134;0.000;2.814;0.032;0.184;0.000;0.000;0.0000;1.134;1.088;7;18.50;2.701;0.03;-0.0353
10.02;2.629;0.03;-0.0333;4.6;428.320;2.439;1.303;0.000;2.629;0.034;0.184;0.000;0.000;0.0000;1.303;1.294;7;18.00;2.520;0.03;-0.0342
10.03;2.453;0.04;-0.0319;4.6;428.720;2.500;1.489;0.000;2.453;0.037;0.184;0.000;0.000;0.0000;1.489;1.537;7;18.00;2.382;0.04;-0.0326
10.04;2.289;0.04;-0.0305;4.6;429.120;2.500;1.687;0.000;2.289;0.039;0.184;0.000;0.000;0.0000;1.687;1.769;7;18.00;2.287;0.04;-0.0304
10.05;2.137;0.04;-0.0290;4.6;429.520;2.500;1.893;0.000;2.137;0.040;0.184;0.000;0.000;0.0000;1.893;2.034;7;18.00;2.137;0.04;-0.0286
10.06;1.998;0.04;-0.0276;4.6;429.920;2.500;2.096;0.000;1.998;0.042;0.184;0.000;0.000;0.0000;2.096;2.271;5;18.00;1.960;0.04;-0.0278
10.07;1.876;0.04;-0.0262;4.6;430.320;2.500;2.287;0.000;1.876;0.043;0.185;0.000;0.000;0.0000;2.287;2.477;5;18.00;1.779;0.05;-0.0247
10.08;1.777;0.04;-0.0248;4.6;430.720;2.500;2.448;0.000;1.777;0.043;0.185;0.000;0.000;0.0000;2.448;2.689;5;18.00;1.667;0.05;-0.0239
10.09;1.706;0.04;-0.0234;4.6;431.120;2.500;2.562;0.000;1.706;0.044;0.185;0.000;0.000;0.0000;2.562;2.609;5;18.00;1.559;0.04;-0.0243
10.10;1.671;0.04;-0.0222;4.6;431.510;2.564;2.608;0.000;1.671;0.044;0.185;0.000;0.000;0.0000;2.608;2.541;5;18.00;1.417;0.04;-0.0227
10.11;1.677;0.04;-0.0213;4.6;431.920;2.439;2.577;0.000;1.677;0.043;0.185;0.000;0.000;0.0000;2.577;2.623;5;18.00;1.322;0.04;-0.0220
10.12;1.727;0.04;-0.0209;4.6;432.320;2.500;2.472;0.000;1.727;0.043;0.186;0.000;0.000;0.0000;2.472;2.457;5;18.00;1.391;0.04;-0.0200
10.13;1.820;0.04;-0.0211;4.6;432.720;2.500;2.313;0.000;1.820;0.042;0.186;0.000;0.000;0.0000;2.313;2.206;5;18.00;1.551;0.04;-0.0158
10.14;1.952;0.04;-0.0222;4.6;433.120;2.500;2.126;0.000;1.952;0.042;0.186;0.000;0.000;0.0000;2.126;2.088;5;18.00;1.753;0.04;-0.0127
10.15;2.117;0.04;-0.0242;4.6;433.520;2.500;1.938;0.000;2.117;0.041;0.186;0.000;0.000;0.0000;1.938;2.046;5;18.00;2.042;0.04;-0.0110
10.16;2.306;0.04;-0.0271;4.6;433.900;2.632;1.764;0.000;2.306;0.041;0.186;0.000;0.000;0.0000;1.764;1.762;5;18.00;2.322;0.04;-0.0185
10.17;2.512;0.04;-0.0306;4.6;434.290;2.564;1.611;0.000;2.512;0.040;0.186;0.000;0.000;0.0000;1.611;1.465;5;18.00;2.550;0.04;-0.0310
10.18;2.730;0.04;-0.0345;4.6;434.690;2.500;1.481;0.000;2.730;0.040;0.187;0.000;0.000;0.0000;1.481;1.339;7;18.00;2.735;0.04;-0.0389
10.19;2.956;0.04;-0.0384;4.6;435.080;2.564;1.368;0.000;2.956;0.040;0.187;0.000;0.000;0.0000;1.368;1.340;7;18.00;2.946;0.04;-0.0430
10.20;3.187;0.04;-0.0419;4.6;435.470;2.564;1.267;0.000;3.187;0.040;0.187;0.000;0.000;0.0000;1.267;1.308;7;18.50;3.110;0.04;-0.0474
10.21;3.421;0.04;-0.0446;4.6;435.870;2.500;1.174;0.000;3.421;0.040;0.187;0.000;0.000;0.0000;1.174;1.312;7;18.50;3.295;0.05;-0.0505
10.22;3.653;0.04;-0.0463;4.6;436.270;2.500;1.086;0.000;3.653;0.040;0.187;0.000;0.000;0.0000;1.086;1.232;7;18.50;3.597;0.05;-0.0518
10.23;3.878;0.04;-0.0467;4.6;436.660;2.564;1.004;0.000;3.878;0.039;0.188;0.000;0.000;0.0000;1.004;1.063;7;18.50;3.950;0.04;-0.0528
10.24;4.085;0.04;-0.0456;4.6;437.060;2.500;0.927;0.000;4.085;0.038;0.188;0.000;0.000;0.0000;0.927;0.916;7;18.50;4.243;0.04;-0.0518
10.25;4.266;0.04;-0.0431;4.5;437.450;2.564;0.858;0.000;4.266;0.037;0.188;0.000;0.000;0.0000;0.858;0.819;7;18.50;4.476;0.03;-0.0505
10.26;4.411;0.04;-0.0391;4.6;437.830;2.632;0.798;0.000;4.411;0.035;0.188;0.000;0.000;0.0000;0.798;0.790;7;18.50;4.734;0.03;-0.0496
10.27;4.513;0.03;-0.0339;4.6;438.230;2.500;0.747;0.000;4.513;0.034;0.188;0.000;0.000;0.0000;0.747;0.747;7;18.50;4.868;0.03;-0.0492
10.28;4.569;0.03;-0.0280;4.6;438.630;2.500;0.704;0.000;4.569;0.032;0.188;0.000;0.000;0.0000;0.704;0.704;7;19.00;4.932;0.03;-0.0493
10.29;4.580;0.03;-0.0217;4.6;440.290;0.602;0.670;0.000;4.580;0.031;0.189;0.000;0.000;0.0000;0.670;0.735;7;19.00;4.674;0.03;-0.0004
10.30;4.550;0.03;-0.0157;4.6;440.920;1.587;0.644;0.000;4.550;0.029;0.189;0.000;0.000;0.0000;0.644;0.638;7;19.00;4.747;0.03;0.0003
10.31;4.485;0.03;-0.0104;4.6;441.450;1.887;0.626;0.000;4.485;0.028;0.189;0.000;0.000;0.0000;0.626;0.593;7;19.00;4.656;0.03;0.0007
10.32;4.397;0.03;-0.0061;4.6;441.920;2.128;0.617;0.000;4.397;0.027;0.189;0.000;0.000;0.0000;0.617;0.552;7;19.00;4.519;0.02;0.0007
10.33;4.296;0.03;-0.0029;4.6;442.370;2.222;0.618;0.000;4.296;0.027;0.189;0.000;0.000;0.0000;0.618;0.555;7;18.50;4.286;0.02;0.0006
10.34;4.196;0.03;-0.0007;4.6;442.810;2.273;0.630;0.000;4.196;0.026;0.190;0.000;0.000;0.0000;0.630;0.555;7;18.50;4.114;0.02;0.0008
10.35;4.109;0.03;0.0006;4.6;443.240;2.326;0.656;0.000;4.109;0.027;0.190;0.000;0.000;0.0000;0.656;0.557;7;18.50;3.963;0.02;0.0011
10.36;4.048;0.03;0.0011;4.6;443.660;2.381;0.692;0.000;4.048;0.028;0.190;0.000;0.000;0.0000;0.692;0.598;7;18.50;3.821;0.02;0.0015
10.37;4.026;0.03;0.0008;4.6;444.080;2.381;0.738;0.000;4.026;0.030;0.190;0.000;0.000;0.0000;0.738;0.631;7;18.50;3.769;0.03;0.0021
10.38;4.051;0.03;-0.0004;4.6;444.480;2.500;0.788;0.000;4.051;0.032;0.190;0.000;0.000;0.0000;0.788;0.711;7;18.50;3.748;0.03;0.0032
10.39;4.132;0.03;-0.0027;4.6;444.870;2.564;0.836;0.000;4.132;0.035;0.191;0.000;0.000;0.0000;0.836;0.796;7;18.50;3.778;0.03;0.0045
10.40;4.272;0.04;-0.0061;4.5;445.260;2.564;0.873;0.000;4.272;0.037;0.191;0.000;0.000;0.0000;0.873;0.869;7;18.50;3.855;0.04;0.0059
10.41;4.468;0.04;-0.0106;4.6;445.660;2.500;0.895;0.000;4.468;0.040;0.191;0.000;0.000;0.0000;0.895;0.925;7;18.50;4.101;0.04;0.0084
10.42;4.713;0.04;-0.0161;4.5;446.060;2.500;0.899;0.000;4.713;0.042;0.191;0.000;0.000;0.0000;0.899;0.948;7;18.50;4.450;0.05;-0.0080
10.43;4.991;0.04;-0.0221;4.6;446.460;2.500;0.886;0.000;4.991;0.044;0.191;0.000;0.000;0.0000;0.886;0.972;7;18.50;4.794;0.05;-0.0260
10.44;5.284;0.05;-0.0280;4.6;446.850;2.564;0.858;0.000;5.284;0.045;0.191;0.000;0.000;0.0000;0.858;0.979;8;19.00;5.229;0.05;-0.0381
10.45;5.571;0.05;-0.0334;4.6;447.240;2.564;0.819;0.000;5.571;0.046;0.192;0.000;0.000;0.0000;0.819;0.979;8;19.00;5.802;0.05;-0.0476
10.46;5.832;0.05;-0.0379;4.6;447.630;2.564;0.775;0.000;5.832;0.045;0.192;0.000;0.000;0.0000;0.775;0.871;8;19.00;6.298;0.05;-0.0475
10.47;6.050;0.04;-0.0412;4.6;448.020;2.564;0.730;0.000;6.050;0.044;0.192;0.000;0.000;0.0000;0.730;0.759;8;19.00;6.543;0.05;-0.0489
10.48;6.216;0.04;-0.0434;4.6;448.400;2.632;0.688;0.000;6.216;0.043;0.192;0.000;0.000;0.0000;0.688;0.695;8;19.00;6.642;0.04;-0.0470
10.49;6.326;0.04;-0.0447;4.6;448.800;2.500;0.651;0.000;6.326;0.041;0.192;0.000;0.000;0.0000;0.651;0.635;8;19.00;6.638;0.04;-0.0462
10.50;6.386;0.04;-0.0451;4.5;449.210;2.439;0.621;0.000;6.386;0.040;0.193;0.000;0.000;0.0000;0.621;0.557;8;19.00;6.573;0.04;-0.0462
10.51;6.403;0.04;-0.0450;4.6;449.600;2.564;0.600;0.000;6.403;0.038;0.193;0.000;0.000;0.0000;0.600;0.530;8;19.00;6.500;0.03;-0.0455
10.52;6.390;0.04;-0.0446;4.5;450.010;2.439;0.588;0.000;6.390;0.038;0.193;0.000;0.000;0.0000;0.588;0.533;8;19.00;6.418;0.03;-0.0450
10.53;6.358;0.04;-0.0441;4.6;450.410;2.500;0.584;0.000;6.358;0.037;0.193;0.000;0.000;0.0000;0.584;0.547;8;19.00;6.354;0.03;-0.0444
10.54;6.316;0.04;-0.0434;4.6;450.810;2.500;0.585;0.000;6.316;0.037;0.193;0.000;0.000;0.0000;0.585;0.566;8;19.00;6.285;0.04;-0.0436
10.55;6.273;0.04;-0.0427;4.5;451.210;2.500;0.590;0.000;6.273;0.037;0.194;0.000;0.000;0.0000;0.590;0.598;8;19.00;6.242;0.04;-0.0428
10.56;6.231;0.04;-0.0419;4.6;451.600;2.564;0.597;0.000;6.231;0.037;0.194;0.000;0.000;0.0000;0.597;0.639;8;19.00;6.194;0.04;-0.0420
10.57;6.195;0.04;-0.0411;4.5;451.990;2.564;0.604;0.000;6.195;0.037;0.194;0.000;0.000;0.0000;0.604;0.640;8;19.00;6.160;0.04;-0.0412
10.58;6.165;0.04;-0.0403;4.5;452.380;2.564;0.611;0.000;6.165;0.038;0.194;0.000;0.000;0.0000;0.611;0.589;8;19.00;6.125;0.04;-0.0404
10.59;6.141;0.04;-0.0394;4.5;452.790;2.439;0.618;0.000;6.141;0.038;0.194;0.000;0.000;0.0000;0.618;0.578;8;19.00;6.112;0.04;-0.0394
10.60;6.123;0.04;-0.0386;4.5;453.200;2.439;0.623;0.000;6.123;0.038;0.194;0.000;0.000;0.0000;0.623;0.603;8;19.00;6.095;0.04;-0.0386
10.61;6.109;0.04;-0.0377;4.5;453.590;2.564;0.627;0.000;6.109;0.038;0.195;0.000;0.000;0.0000;0.627;0.646;8;19.00;6.091;0.04;-0.0378
10.62;6.098;0.04;-0.0368;4.6;453.980;2.564;0.631;0.000;6.098;0.038;0.195;0.000;0.000;0.0000;0.631;0.652;8;19.00;6.091;0.04;-0.0369
10.63;6.089;0.04;-0.0359;4.5;454.380;2.500;0.632;0.000;6.089;0.038;0.195;0.000;0.000;0.0000;0.632;0.657;8;19.00;6.087;0.04;-0.0359
10.64;6.080;0.04;-0.0350;4.6;454.770;2.564;0.633;0.000;6.080;0.038;0.195;0.000;0.000;0.0000;0.633;0.645;8;19.00;6.082;0.04;-0.0350
10.65;6.070;0.04;-0.0341;4.6;455.160;2.564;0.632;0.000;6.070;0.038;0.195;0.000;0.000;0.0000;0.632;0.642;8;19.00;6.078;0.04;-0.0341
10.66;6.057;0.04;-0.0332;4.6;455.560;2.500;0.630;0.000;6.057;0.038;0.196;0.000;0.000;0.0000;0.630;0.634;8;19.00;6.087;0.04;-0.0331
10.67;6.042;0.04;-0.0323;4.5;455.960;2.500;0.628;0.000;6.042;0.038;0.196;0.000;0.000;0.0000;0.628;0.626;8;19.00;6.095;0.04;-0.0326
10.68;6.023;0.04;-0.0314;4.5;456.380;2.381;0.627;0.000;6.023;0.038;0.196;0.000;0.000;0.0000;0.627;0.601;8;19.00;6.048;0.04;-0.0314
10.69;6.001;0.04;-0.0305;4.6;456.780;2.500;0.627;0.000;6.001;0.038;0.196;0.000;0.000;0.0000;0.627;0.618;8;19.00;6.009;0.04;-0.0304
10.70;5.977;0.04;-0.0295;4.5;457.200;2.381;0.628;0.000;5.977;0.038;0.196;0.000;0.000;0.0000;0.628;0.616;8;19.00;5.975;0.04;-0.0295
10.71;5.953;0.04;-0.0286;4.6;457.610;2.439;0.631;0.000;5.953;0.038;0.197;0.000;0.000;0.0000;0.631;0.629;8;19.00;5.940;0.04;-0.0286
10.72;5.928;0.04;-0.0277;4.5;458.010;2.500;0.635;0.000;5.928;0.038;0.197;0.000;0.000;0.0000;0.635;0.632;8;19.00;5.914;0.04;-0.0278
10.73;5.905;0.04;-0.0268;4.5;458.390;2.632;0.639;0.000;5.905;0.038;0.197;0.000;0.000;0.0000;0.639;0.645;8;19.00;5.888;0.04;-0.0268
10.74;5.885;0.04;-0.0258;4.5;458.790;2.500;0.644;0.000;5.885;0.038;0.197;0.000;0.000;0.0000;0.644;0.648;8;19.00;5.871;0.04;-0.0259
10.75;5.868;0.04;-0.0249;4.6;459.200;2.439;0.650;0.000;5.868;0.038;0.197;0.000;0.000;0.0000;0.650;0.646;8;19.00;5.863;0.04;-0.0249
10.76;5.857;0.04;-0.0240;4.5;459.610;2.439;0.655;0.000;5.857;0.038;0.198;0.000;0.000;0.0000;0.655;0.643;8;19.00;5.841;0.04;-0.0240
10.77;5.853;0.04;-0.0230;4.5;460.000;2.564;0.661;0.000;5.853;0.039;0.198;0.000;0.000;0.0000;0.661;0.653;8;19.00;5.820;0.04;-0.0232
10.78;5.859;0.04;-0.0221;4.5;460.420;2.381;0.666;0.000;5.859;0.039;0.198;0.000;0.000;0.0000;0.666;0.658;8;19.00;5.794;0.04;-0.0223
10.79;5.877;0.04;-0.0211;4.6;460.810;2.564;0.671;0.000;5.877;0.039;0.198;0.000;0.000;0.0000;0.671;0.670;8;19.00;5.781;0.04;-0.0212
10.80;5.910;0.04;-0.0201;4.5;461.230;2.381;0.673;0.000;5.910;0.040;0.198;0.000;0.000;0.0000;0.673;0.670;8;19.00;5.802;0.04;-0.0203
10.81;5.959;0.04;-0.0191;4.5;461.630;2.500;0.674;0.000;5.959;0.040;0.198;0.000;0.000;0.0000;0.674;0.681;8;19.00;5.854;0.04;-0.0190
10.82;6.023;0.04;-0.0181;4.5;462.030;2.500;0.672;0.000;6.023;0.040;0.199;0.000;0.000;0.0000;0.672;0.682;8;19.00;5.910;0.04;-0.0183
10.83;6.098;0.04;-0.0171;4.5;462.430;2.500;0.667;0.000;6.098;0.041;0.199;0.000;0.000;0.0000;0.667;0.675;8;19.00;6.026;0.04;-0.0171
10.84;6.181;0.04;-0.0161;4.5;462.840;2.439;0.658;0.000;6.181;0.041;0.199;0.000;0.000;0.0000;0.658;0.672;8;19.00;6.134;0.04;-0.0161
10.85;6.264;0.04;-0.0151;4.5;463.220;2.632;0.648;0.000;6.264;0.041;0.199;0.000;0.000;0.0000;0.648;0.665;8;19.00;6.285;0.04;-0.0150
10.86;6.338;0.04;-0.0141;4.5;463.610;2.564;0.636;0.000;6.338;0.040;0.199;0.000;0.000;0.0000;0.636;0.659;8;19.00;6.440;0.04;-0.0139
10.87;6.396;0.04;-0.0132;4.5;464.000;2.564;0.624;0.000;6.396;0.040;0.200;0.000;0.000;0.0000;0.624;0.647;8;19.00;6.556;0.04;-0.0131
